classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::rows::ChoiceAttributeRow ,11,2,1,10,21,1,1,6,82,7,26,0,0,0,4,51,21,0,,,,, 
org::eclipse::pde::internal::ui::launcher::BaseBlock ,8,1,4,4,78,3,7,0,108,13,6,3,1,0,2,51,26,1,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpTreeSection ,28,5,4,25,946,0,19,2,599,44,70,19,16,0,19,292,148,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAbstractAddAction ,5,1,3,2,3,2,1,0,15,3,0,0,0,0,2,5,4,0,,,,, 
org::eclipse::pde::internal::core::builders::PluginErrorReporter ,4,5,1,3,3,0,0,5,12,3,89,0,0,0,1,6,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::DependenciesPage ,10,2,1,9,10,0,1,0,61,5,28,0,2,0,1,35,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureOutlinePage ,12,3,3,10,55,0,1,4,106,11,21,1,6,0,5,60,39,0,,,,, 
org::eclipse::pde::internal::core::product::ConfigurationFileInfo ,7,3,1,6,28,0,15,3,193,8,34,15,1,0,7,91,68,0,,,,, 
org::eclipse::pde::internal::ui::editor::TreeSection ,9,4,8,2,21,7,1,1,21,7,63,0,0,0,1,11,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::NewAttributeAction ,5,1,1,4,10,0,1,0,32,5,0,1,1,0,4,20,7,0,,,,, 
org::eclipse::pde::internal::ui::samples::SampleStandbyContent ,8,1,0,8,91,0,11,0,195,14,6,11,6,0,8,75,49,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::ProductIntroWizardPage ,12,1,1,11,105,0,5,0,162,15,0,5,7,0,8,76,35,0,,,,, 
org::eclipse::pde::internal::core::target::ArgumentsInfo ,5,3,1,4,28,0,3,2,55,8,34,3,1,0,7,35,22,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::display::SingleCharReader ,2,1,1,1,3,2,0,0,24,3,22,0,0,0,3,8,7,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::StructuredSelectionCommand ,3,3,1,2,28,0,3,1,43,8,30,1,1,0,3,23,14,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::RequiredExecutionEnvironmentHeader ,7,5,5,2,28,0,1,6,27,8,71,1,0,0,7,17,8,0,,,,, 
org::eclipse::pde::ui::launcher::EquinoxSettingsTab ,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::TypePackageCompletionProcessor ,7,1,3,5,105,3,3,0,179,15,6,3,3,0,8,51,41,1,,,,, 
org::eclipse::pde::internal::ui::editor::actions::SortAction ,8,1,8,0,1,0,4,0,48,2,0,4,0,0,2,9,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizardPage ,15,1,0,15,820,2,15,0,387,41,9,10,29,0,12,165,74,0,,,,, 
org::eclipse::ui::internal::views::log::LogSession ,8,3,5,3,21,0,3,1,36,7,14,2,0,0,6,19,9,0,,,,, 
org::eclipse::pde::internal::ui::launcher::OSGiFrameworkBlock ,5,1,2,3,15,0,6,0,87,6,6,6,1,0,5,33,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::build::AbstractJavaScanner ,3,2,1,2,1,2,0,0,29,2,9,0,0,0,1,16,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PDETextHover ,5,1,4,1,10,2,0,0,44,5,6,0,0,0,5,14,11,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentFactory ,18,2,1,17,378,0,1,0,194,28,28,1,13,0,14,100,60,0,,,,, 
org::eclipse::pde::internal::ui::views::plugins::PluginsContentProvider ,8,2,1,8,21,0,3,0,87,7,9,3,0,0,6,41,33,0,,,,, 
org::eclipse::pde::internal::ui::nls::ModelChangeElement ,19,1,6,13,66,0,10,0,90,12,6,10,1,0,11,50,22,0,,,,, 
org::eclipse::pde::internal::core::product::ProductObject ,13,2,9,4,28,11,2,0,30,8,11,2,0,0,5,18,10,0,,,,, 
org::eclipse::pde::internal::ui::properties::SelfHostingPropertyPage ,6,1,1,6,36,0,2,0,104,9,0,2,3,0,4,56,22,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader ,4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpModel ,13,6,12,2,15,0,3,5,28,6,75,3,0,0,3,11,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEMultiPageContentOutline ,6,1,1,5,190,0,8,11,107,20,0,8,2,0,18,49,34,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::BinaryProjectFilter ,1,1,0,1,0,0,0,0,15,1,0,0,0,0,1,5,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::OverviewPage ,29,3,1,29,190,0,5,0,234,20,37,4,12,0,3,191,58,0,,,,, 
org::eclipse::pde::internal::core::util::PDEJavaHelper ,22,1,12,10,91,0,0,0,264,14,6,0,3,0,11,121,76,2,,,,, 
org::eclipse::pde::internal::core::TargetDefinitionManager ,8,1,4,4,55,0,2,0,101,11,6,1,4,1,7,48,26,0,,,,, 
org::eclipse::pde::internal::core::util::VMUtil ,10,1,9,1,36,0,0,0,59,9,6,0,0,0,9,31,18,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::GatherUnusedDependenciesOperation ,19,1,2,17,28,0,2,0,146,8,6,2,4,0,4,91,42,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginElementNode ,15,5,4,11,91,0,2,18,79,14,211,2,0,0,14,55,25,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentHandler ,8,3,1,8,36,0,2,2,75,9,54,2,4,0,3,41,17,0,,,,, 
org::eclipse::pde::internal::core::LoadTargetOperation ,25,1,0,25,120,0,4,0,281,16,6,4,6,0,4,182,60,1,,,,, 
org::eclipse::pde::internal::ui::editor::PDELauncherFormEditor ,9,3,3,6,36,2,4,1,133,9,72,0,3,1,2,61,21,1,,,,, 
org::eclipse::pde::internal::core::util::ManifestUtils ,7,1,2,5,6,0,0,0,63,4,6,0,1,0,3,27,20,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::NewCompositorAction ,7,1,1,6,3,0,3,0,58,3,0,3,1,0,2,25,13,0,,,,, 
org::eclipse::pde::internal::core::ExecutionEnvironmentAnalyzer ,7,1,5,2,28,0,16,0,91,8,6,16,5,0,3,60,41,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSConditionalSubItem ,3,6,1,2,36,0,1,110,30,9,412,1,0,0,9,17,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::TargetProfileWindow ,11,1,1,10,55,0,3,0,178,11,0,2,7,0,3,85,26,1,,,,, 
org::eclipse::pde::internal::ui::wizards::templates::PreprocessorParser ,11,1,1,10,120,0,23,0,238,16,6,23,12,0,4,81,67,0,,,,, 
org::eclipse::pde::internal::core::PluginPathFinder ,17,1,6,11,36,0,2,0,195,9,6,2,5,0,4,112,47,1,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::CalleesListContentProvider ,4,4,2,2,6,0,1,0,52,4,18,0,0,1,4,33,18,0,,,,, 
org::eclipse::pde::ui::launcher::EclipseLaunchShortcut ,23,2,3,20,78,0,3,0,164,13,13,2,7,0,1,97,52,1,,,,, 
org::eclipse::pde::internal::core::ExternalModelManager ,10,2,2,8,10,0,1,0,53,5,11,1,0,0,2,31,14,1,,,,, 
org::eclipse::pde::internal::ui::editor::target::ContentSection ,43,5,8,36,528,0,10,2,520,33,72,9,16,0,7,276,118,0,,,,, 
org::eclipse::pde::internal::ui::search::BaseSearchAction ,0,1,0,0,3,2,0,0,7,3,0,0,0,0,2,6,2,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginLibraryNode ,8,4,2,6,136,0,1,18,124,17,184,1,0,0,17,81,42,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaInclude ,11,3,2,10,28,0,4,6,55,8,32,4,1,0,7,26,15,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaElementHandler ,4,2,1,3,21,0,5,1,49,7,36,5,0,0,5,20,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::XMLInsertionComputer ,22,1,3,19,105,0,0,0,290,15,6,0,0,0,4,124,82,0,,,,, 
org::eclipse::pde::internal::core::variables::TargetOSArchVariableResolver ,1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::ui::editor::GenericSourcePage ,1,2,1,0,15,0,0,0,18,6,56,0,0,0,5,6,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::FormOutlinePage ,19,2,14,8,153,11,6,1,141,18,4,3,1,0,14,63,43,0,,,,, 
org::eclipse::pde::internal::core::exports::PluginExportOperation ,7,3,2,5,6,0,0,8,29,4,36,0,0,0,1,16,10,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEDropAdapter ,5,1,1,4,36,0,3,0,114,9,0,3,0,0,3,30,26,0,,,,, 
org::eclipse::pde::internal::ui::commands::CommandView ,1,1,0,1,21,0,1,0,23,7,0,1,0,0,7,14,7,0,,,,, 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentHandler ,2,3,1,2,3,0,1,2,10,3,54,1,0,0,1,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::BasePDEScanner ,10,1,6,4,36,5,1,0,51,9,0,1,0,0,4,31,15,0,,,,, 
org::eclipse::pde::internal::runtime::spy::SpyIDEUtil ,4,1,1,3,3,0,0,0,38,3,6,0,0,0,3,18,7,0,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCS ,10,4,1,9,120,0,3,62,93,16,57,3,0,0,11,42,24,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::JarSelectionValidator ,3,1,1,2,6,1,2,0,38,4,6,2,1,0,3,12,12,0,,,,, 
org::eclipse::pde::internal::runtime::registry::ParentAdapter ,2,2,2,0,3,6,1,0,8,3,2,0,0,1,2,4,3,0,,,,, 
org::eclipse::pde::internal::ui::parts::FormEntry ,68,1,66,2,153,1,8,0,196,18,6,6,5,1,13,61,54,0,,,,, 
org::eclipse::pde::internal::core::schema::SchemaDescriptor ,7,1,5,2,15,0,5,0,33,6,11,5,0,0,6,13,12,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::AntGeneratingExportWizard ,15,2,2,13,28,2,1,12,112,8,11,0,1,0,1,78,32,1,,,,, 
org::eclipse::pde::internal::core::feature::FeatureInstallHandler ,4,3,2,2,28,0,3,8,41,8,55,3,0,0,7,22,11,0,,,,, 
org::eclipse::pde::internal::core::text::NodeDocumentHandler ,8,2,1,7,21,3,1,2,81,7,47,1,0,0,1,41,19,0,,,,, 
org::eclipse::ui::internal::views::log::LogView ,36,1,6,35,3003,0,55,0,1326,78,0,34,52,2,15,461,235,4,,,,, 
org::eclipse::pde::internal::ui::editor::SystemFileMarkerAnnotationModel ,2,1,2,0,10,0,0,0,10,5,0,0,0,0,1,5,4,0,,,,, 
org::eclipse::pde::internal::core::text::DocumentNodeFactory ,9,1,3,6,10,3,0,0,29,5,9,0,0,0,4,15,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::PackageSelectionDialog ,2,1,1,1,1,0,0,0,12,2,0,0,0,0,1,5,2,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAddTaskAction ,5,2,1,4,1,0,0,1,20,2,3,0,0,0,2,10,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::DataPortabilitySection ,11,3,0,11,231,1,5,0,277,22,21,5,7,0,15,107,54,0,,,,, 
org::eclipse::pde::internal::core::site::SiteFeature ,16,5,2,14,276,0,9,20,191,24,90,9,0,0,22,116,60,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::EnvironmentSection ,15,3,1,14,78,0,9,0,233,13,21,9,7,0,4,84,30,1,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewComparator ,4,1,2,2,6,0,1,0,23,4,0,1,2,0,2,12,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::BasePluginListPage ,4,1,0,4,6,1,1,0,18,4,0,0,0,0,4,15,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::SiteInputContextManager ,2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::build::BuildSourcePage ,18,4,4,14,45,0,0,0,54,10,72,0,1,0,7,31,19,1,,,,, 
org::eclipse::pde::internal::core::plugin::AttributeChangedEvent ,2,2,2,0,1,0,2,4,7,2,19,1,0,0,2,2,2,0,,,,, 
org::eclipse::pde::internal::ui::util::PixelConverter ,1,1,1,0,10,0,1,0,18,5,6,1,0,0,5,11,5,0,,,,, 
org::eclipse::pde::ui::launcher::PDESourcePathProvider ,4,1,0,4,10,0,1,0,57,5,0,0,3,0,2,36,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSIntroductionTextListener ,7,1,1,6,45,0,2,0,67,10,6,2,4,0,6,26,16,0,,,,, 
org::eclipse::pde::internal::ui::templates::Activator ,1,1,1,0,10,0,1,0,17,5,0,1,0,0,5,11,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::InfoFormPage ,6,2,1,5,10,0,3,0,27,5,28,2,0,0,3,17,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::CreateManifestOperation ,5,1,1,4,15,0,1,0,73,6,6,1,4,0,2,43,18,0,,,,, 
org::eclipse::pde::internal::ui::elements::DefaultContentProvider ,0,1,0,0,3,46,0,0,7,3,6,0,0,0,3,3,3,0,,,,, 
org::eclipse::pde::internal::ui::util::FileExtensionsFilter ,4,1,3,1,10,0,1,0,52,5,0,1,2,0,3,17,13,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::SynchronizationOperation ,7,3,2,5,10,0,0,2,32,5,15,0,3,0,2,24,9,1,,,,, 
org::eclipse::pde::internal::ui::editor::validation::ControlValidationUtility ,9,1,0,9,15,0,0,0,106,6,6,0,0,0,6,32,22,0,,,,, 
org::eclipse::pde::internal::ui::util::PDEJavaHelperUI ,18,1,5,13,21,0,1,0,169,7,6,1,2,0,5,77,30,0,,,,, 
org::eclipse::pde::internal::ui::editor::build::BuildInputContext ,14,2,5,9,45,0,2,1,86,10,39,1,3,0,3,59,20,1,,,,, 
org::eclipse::pde::internal::core::feature::FeatureData ,10,4,3,7,231,1,7,15,131,22,73,7,1,0,18,80,33,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::CheckCommand ,3,4,1,2,15,0,1,2,31,6,35,0,0,0,3,16,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::HelpEditorUtil ,10,1,6,4,15,0,3,0,61,6,6,1,2,0,4,30,17,0,,,,, 
org::eclipse::pde::internal::core::plugin::Extensions ,5,4,2,3,15,0,3,9,44,6,91,3,0,0,5,19,14,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::ChoiceSelectionCommand ,8,2,1,7,45,0,2,0,88,10,18,1,4,0,5,43,24,0,,,,, 
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceTemplate ,3,5,1,2,28,0,2,13,29,8,80,0,0,0,7,14,8,0,,,,, 
org::eclipse::pde::internal::ui::util::ImageOverlayIcon ,0,2,0,0,1,0,1,2,7,2,8,1,0,0,1,3,2,0,,,,, 
org::eclipse::pde::internal::ui::editor::OrientableBlock ,0,2,0,0,1,0,0,0,30,2,7,0,0,0,1,4,2,0,,,,, 
org::eclipse::pde::internal::core::plugin::PluginHandler ,14,1,2,12,78,1,7,0,89,13,30,7,0,0,11,53,30,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::MovedTextFileChange ,1,1,1,0,1,0,1,0,22,2,0,1,0,0,2,6,4,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroIndex ,2,2,1,1,1,0,0,0,9,2,15,0,0,0,2,5,2,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::CrossPlatformExportPage ,15,2,4,13,36,0,3,0,116,9,3,3,4,0,4,78,28,0,,,,, 
org::eclipse::pde::internal::runtime::registry::RegistryBrowser ,17,1,10,8,325,0,25,0,478,26,0,21,10,0,9,142,70,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionHyperLink ,2,2,1,1,1,0,0,1,6,2,10,0,0,0,2,4,2,0,,,,, 
org::eclipse::pde::internal::core::schema::BaseSchemaHandler ,6,1,3,3,15,3,1,0,29,6,30,0,0,0,5,15,7,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TargetSourceTab ,14,1,3,13,78,0,12,0,198,13,6,12,4,0,6,82,25,1,,,,, 
org::eclipse::pde::internal::core::site::VersionableObject ,5,4,1,4,10,1,2,9,23,5,49,1,0,0,3,14,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractSubDetails ,0,4,0,0,1,3,0,0,10,2,32,0,0,0,2,2,2,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSAddSubStepAction ,6,1,1,5,10,0,2,0,70,5,0,2,2,0,3,29,14,0,,,,, 
org::eclipse::pde::internal::ui::launcher::LaunchPluginValidator ,26,1,12,15,28,0,0,0,241,8,6,0,2,0,6,142,74,2,,,,, 
org::eclipse::pde::internal::ui::build::BaseBuildAction ,6,1,2,4,36,2,1,0,149,9,6,0,1,0,6,53,26,1,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroCommandShell ,25,2,2,24,406,0,7,0,390,29,15,7,11,0,15,177,122,0,,,,, 
org::eclipse::pde::internal::ui::SWTFactory ,6,1,6,0,136,0,0,0,165,17,6,0,0,0,17,59,25,2,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaAttributeDetails ,12,4,3,9,36,4,12,2,199,9,47,12,1,0,6,55,19,1,,,,, 
org::eclipse::pde::internal::ui::launcher::LauncherUtils ,24,1,9,17,190,0,3,0,338,20,6,3,11,0,9,171,79,2,,,,, 
org::eclipse::pde::internal::ui::correction::CreateClassXMLResolution ,15,3,1,14,6,0,0,6,40,4,17,0,1,0,2,31,11,0,,,,, 
org::eclipse::pde::internal::ui::util::FileNameFilter ,3,1,2,1,1,0,1,0,23,2,0,1,0,0,2,7,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSOperation ,29,1,1,28,210,0,6,0,407,21,0,2,18,0,2,161,66,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSEditor ,11,4,0,11,171,0,0,1,90,19,73,0,0,0,9,47,24,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpBlock ,7,2,1,6,28,0,1,0,52,8,8,1,0,0,6,21,16,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPage ,13,1,3,12,300,2,13,0,313,25,0,9,10,0,9,133,79,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::LibraryVisibilitySection ,18,5,1,17,120,0,9,2,202,16,72,9,6,0,8,100,40,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::SiteSourcePage ,3,4,1,2,28,0,0,0,26,8,70,0,0,0,7,10,8,0,,,,, 
org::eclipse::pde::ui::launcher::PluginJUnitMainTab ,5,3,1,4,6,0,0,46,11,4,19,0,0,0,3,8,3,0,,,,, 
org::eclipse::pde::internal::ui::launcher::PluginStatusDialog ,4,1,1,3,55,0,3,0,63,11,0,3,1,0,5,35,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionsPage ,10,2,1,9,6,0,3,0,41,4,28,2,0,0,2,22,12,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginParentNode ,3,4,0,3,15,2,1,13,28,6,179,1,0,0,6,23,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaRearranger ,13,1,1,12,91,0,1,0,169,14,6,1,0,0,14,108,52,0,,,,, 
org::eclipse::pde::internal::ui::launcher::LaunchValidationOperation ,10,1,3,7,45,2,2,0,113,10,6,1,2,0,5,54,26,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::PackageFriend ,8,2,6,2,15,0,3,0,19,6,24,3,0,0,6,8,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::DependencyPropertiesDialog ,6,1,3,3,21,0,10,0,82,7,0,10,0,0,4,26,11,0,,,,, 
org::eclipse::pde::internal::core::feature::FeatureFactory ,9,1,1,8,36,0,1,0,51,9,14,1,0,0,9,24,9,0,,,,, 
org::eclipse::pde::internal::core::MinimalState ,24,1,16,9,190,1,11,0,185,20,6,5,7,0,8,96,66,2,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTask ,10,5,1,9,78,0,2,99,77,13,131,2,0,0,11,45,21,0,,,,, 
org::eclipse::pde::internal::core::product::WorkspaceProductModel ,9,5,3,6,66,0,4,1,83,12,78,4,0,0,12,41,17,1,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContextManager ,2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::BuilderNewWizard ,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::core::plugin::AbstractExtensions ,18,3,5,13,190,2,5,5,173,20,71,1,0,1,14,121,44,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaFormPage ,13,2,1,12,78,0,6,0,113,13,29,5,7,0,4,55,24,1,,,,, 
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerDialog ,7,1,3,4,45,0,9,0,108,10,0,9,4,0,2,40,18,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::details::TocDetails ,8,4,1,7,210,0,4,0,147,21,39,4,10,0,7,76,27,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::Macro ,7,1,2,5,253,0,5,0,176,23,8,4,9,1,13,102,47,0,,,,, 
org::eclipse::pde::internal::core::text::AbstractTextChangeListener ,0,2,0,0,0,2,3,0,4,1,9,0,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::ui::parts::CheckboxTablePart ,13,4,12,1,15,1,0,1,32,6,31,0,0,0,2,10,6,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::CompositeManifestHeader ,18,4,12,6,120,4,5,4,210,16,55,3,0,0,10,78,63,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::RequiresSection ,31,5,1,30,351,0,4,2,365,27,74,4,9,0,11,187,76,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditor ,58,4,13,48,780,0,7,5,548,40,78,7,9,0,15,328,150,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TabFolderLayout ,1,1,1,0,3,0,0,0,30,3,0,0,0,0,1,9,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSContentProvider ,4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSTaskDetails ,24,4,2,22,351,0,8,0,387,27,32,8,18,0,9,176,59,0,,,,, 
org::eclipse::pde::internal::ui::util::SharedLabelProvider ,48,1,42,6,105,3,15,0,156,15,0,1,6,2,9,73,52,0,,,,, 
org::eclipse::pde::internal::core::product::Product ,12,3,1,11,861,0,16,7,350,42,67,16,2,0,40,195,111,3,,,,, 
org::eclipse::pde::internal::core::schema::SchemaRootElement ,7,5,4,3,15,0,3,19,30,6,92,3,0,0,6,16,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerEntry ,0,1,0,0,3,0,2,0,10,3,8,2,0,0,3,3,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureAdvancedPage ,7,2,1,6,3,0,6,0,43,3,28,5,0,0,1,17,3,0,,,,, 
org::eclipse::pde::internal::ui::util::PluginWorkingSet ,10,1,0,10,28,0,4,0,160,8,0,4,2,0,6,56,27,1,,,,, 
org::eclipse::pde::internal::ui::views::plugins::JavaSearchActionGroup ,9,1,3,7,10,0,0,0,71,5,0,0,3,0,2,46,21,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocSourcePage ,12,4,2,10,78,0,0,0,59,13,70,0,0,0,8,34,18,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddAnchorAction ,6,2,1,5,1,0,0,2,13,2,4,0,0,0,2,10,3,0,,,,, 
org::eclipse::pde::internal::core::text::toc::TocDocumentHandler ,2,3,1,2,3,0,1,2,10,3,54,1,0,0,1,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpFormOutlinePage ,7,3,1,6,6,0,0,4,27,4,21,0,0,0,2,12,9,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::BundleModelFactory ,21,1,2,19,1,0,1,0,45,2,7,1,0,0,2,36,19,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureEditorContributor ,4,3,0,4,28,0,3,3,34,8,33,3,0,0,6,18,9,0,,,,, 
org::eclipse::pde::internal::ui::nls::ModelChange ,15,1,8,7,120,0,9,0,116,16,6,8,2,0,13,53,50,0,,,,, 
org::eclipse::pde::internal::core::PDECoreMessages ,0,1,0,0,0,0,185,0,0,0,0,1,0,184,0,0,0,4,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::PluginListPage ,11,2,3,8,15,0,3,1,119,6,4,3,1,0,4,42,20,0,,,,, 
org::eclipse::pde::internal::core::plugin::WorkspaceFragmentModel ,11,8,8,3,6,1,1,4,14,4,172,1,0,0,4,8,4,0,,,,, 
org::eclipse::pde::internal::core::builders::UpdateSiteBuilder ,4,1,0,4,1,0,0,0,29,2,0,0,1,0,0,14,7,1,,,,, 
org::eclipse::pde::internal::core::product::SplashInfo ,7,3,2,5,231,0,18,5,170,22,44,10,3,0,19,86,83,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::MirrorsSection ,8,3,1,7,66,0,1,0,87,12,21,1,2,0,10,53,18,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PackageHyperlink ,6,3,1,5,1,0,1,1,19,2,13,0,0,1,1,12,4,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::UpdateSplashHandlerAction ,15,1,3,12,630,0,9,14,425,36,0,9,23,0,13,153,85,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::ColorManager ,9,1,7,2,36,0,3,28,85,9,9,3,2,0,7,36,21,0,,,,, 
org::eclipse::pde::internal::core::SourceLocation ,6,1,5,1,28,0,2,0,28,8,6,2,0,0,8,12,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::UpdateBuildpathWizardPage ,8,1,2,7,21,0,4,0,49,7,0,4,1,0,6,29,7,0,,,,, 
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentQuery ,4,1,2,2,21,0,3,0,38,7,6,3,0,0,7,18,12,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::UpdateClasspathJob ,6,1,2,5,3,0,1,0,51,3,0,0,0,1,2,23,9,0,,,,, 
