classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::mylyn::monitor::usage::AbstractStudyBackgroundPage ,1,1,1,0,0,0,0,0,0,1,9,0,0,0,1,1,0,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracTicketAttribute ,2,1,2,0,10,5,3,0,16,5,18,3,0,0,5,5,5,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::DocumentBuilder ,88,1,86,2,153,8,1,0,12,18,9,0,0,0,18,23,4,1,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::ResourceHyperlinkExtensions ,7,1,3,5,15,0,2,0,39,6,9,2,1,0,5,25,10,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ListBlock ,11,3,1,10,28,0,5,4,110,8,43,4,4,0,4,63,29,0,,,,, 
org::eclipse::mylyn::internal::java::ui::BreakpointsInterestFilter ,2,3,1,1,3,0,0,0,15,3,9,0,0,0,2,7,4,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPage ,12,3,2,11,36,1,4,16,166,9,48,2,3,0,2,74,22,1,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::history::ResolutionEvent ,2,2,1,2,6,0,2,9,14,4,30,2,0,0,4,11,5,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::AbstractReportFactory ,14,1,4,10,1,4,3,0,85,2,9,2,0,0,1,20,3,1,,,,, 
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizationSession ,6,1,6,0,210,0,10,0,68,21,22,10,0,0,21,24,23,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextUiBridge ,13,2,0,13,28,0,0,0,90,8,16,0,0,0,8,50,22,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskHistoryHandler ,9,1,0,9,1,0,0,0,47,2,0,0,0,0,2,30,6,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::action::UpdateAttachmentJob ,16,1,1,15,3,0,4,0,96,3,0,4,0,0,2,37,4,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::ActivityContextManager ,12,1,1,11,120,0,8,0,136,16,12,6,5,0,10,60,29,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveSearchView ,26,1,5,23,231,0,7,0,212,22,0,6,10,0,11,117,36,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::search::GetQueryDialog ,4,1,2,4,45,0,6,0,91,10,0,5,2,1,3,29,12,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::CompositeSelector ,3,2,2,1,6,0,2,0,27,4,10,2,0,0,4,6,7,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::ImageCache ,5,1,3,2,15,0,4,0,56,6,9,4,0,0,6,24,16,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::wizard::TracRepositorySettingsPage ,10,4,3,7,45,0,4,25,96,10,78,4,0,0,5,48,19,1,,,,, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventSummary ,5,1,4,1,105,0,6,0,55,15,9,6,0,0,15,23,17,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::SingleSelectionAttributeEditor ,5,2,2,3,28,0,4,0,97,8,32,4,1,0,6,54,20,1,,,,, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::ListBlock ,11,3,1,10,36,0,6,4,190,9,43,4,5,0,4,82,50,0,,,,, 
org::eclipse::mylyn::internal::team::ui::FocusedTeamExtensionPointReader ,5,1,1,4,1,0,4,0,39,2,9,4,0,0,2,23,3,1,,,,, 
org::eclipse::mylyn::internal::commons::net::PollingSslProtocolSocketFactory ,4,1,1,4,1,0,2,0,15,2,9,2,0,0,2,11,3,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::NewBugzillaTaskWizard ,10,2,1,9,3,0,1,0,84,3,7,1,0,0,2,36,3,1,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::history::BugzillaTaskHistoryParser ,12,1,1,11,10,0,2,0,162,5,9,2,3,0,2,82,44,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteWorklog ,4,1,1,3,378,0,14,0,156,28,18,14,0,0,28,76,84,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::PersonProposalLabelProvider ,4,1,3,1,3,0,0,0,12,3,0,0,0,0,3,6,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskSearchPage ,20,1,0,20,105,0,14,0,405,15,0,13,9,0,6,151,72,1,,,,, 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPage ,7,1,1,6,45,0,1,0,104,10,0,1,0,0,10,31,14,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::preferences::UsageDataPreferencePage ,6,1,2,4,36,0,8,0,173,9,0,8,3,0,5,58,13,0,,,,, 
org::eclipse::mylyn::examples::monitor::study::FeedbackWizard ,6,1,0,6,10,0,2,0,111,5,0,2,1,0,4,32,13,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::JiraStatus ,9,1,8,1,66,0,5,0,45,12,18,5,0,0,12,14,14,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::Stylesheet ,6,1,3,3,6,0,1,0,15,4,9,1,0,0,3,10,4,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TextBoxBlock ,12,4,1,11,10,0,7,4,72,5,45,7,0,0,4,34,17,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchPage ,27,3,5,23,595,0,75,0,1448,35,14,50,15,1,16,415,165,2,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::OpenPrefsAction ,0,1,0,0,6,0,0,0,12,4,9,0,0,0,4,4,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeEditorAction ,8,1,2,6,3,0,1,0,54,3,0,0,1,0,2,17,8,1,,,,, 
org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitLaunchConfiguration ,2,1,0,2,0,0,0,0,14,1,0,0,0,0,0,8,1,0,,,,, 
org::eclipse::mylyn::zest::layouts::exampleUses::SimpleSwingExample ,22,1,0,22,105,0,45,0,328,15,9,32,10,7,3,109,31,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::planner::InProgressTaskCollector ,4,1,1,3,10,0,3,0,39,5,11,3,0,0,4,18,8,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::TaskRepositoryParameterValues ,3,1,0,3,0,0,0,0,8,1,9,0,0,0,1,7,1,0,,,,, 
org::eclipse::mylyn::internal::java::ui::search::JUnitReferencesProvider ,2,4,1,1,6,0,2,8,27,4,47,0,0,0,2,7,8,0,,,,, 
org::eclipse::mylyn::context::ui::InterestFilter ,21,1,11,10,28,2,1,0,83,8,0,1,1,0,5,31,25,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::CommentGroupStrategy ,9,1,2,7,6,0,2,0,78,4,9,0,1,0,3,47,20,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::builder::Messages ,3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::SandboxUiPlugin ,12,1,7,5,66,0,9,0,114,12,0,5,1,0,11,44,19,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::planner::ReminderCellEditor ,4,1,0,4,6,0,4,0,50,4,0,4,0,0,2,18,10,0,,,,, 
org::eclipse::mylyn::internal::java::ui::search::AbstractJavaRelationProvider ,16,3,1,15,66,5,4,6,226,12,38,2,3,0,4,96,57,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::JirasoapserviceV2SoapBindingStub ,3,2,0,3,5886,0,5,0,7509,109,106,4,10,1,98,1266,727,0,,,,, 
org::eclipse::mylyn::monitor::core::InteractionEvent ,49,1,44,5,171,1,10,0,140,19,9,9,0,0,19,54,59,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendDialog ,3,1,2,2,10,0,3,0,44,5,0,3,0,0,3,22,11,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskTrimWidget ,11,1,0,11,36,0,12,0,220,9,0,10,4,2,4,64,23,1,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::AdaptiveRefreshPolicy ,6,1,3,3,28,0,5,0,38,8,9,3,0,0,8,18,11,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewRepositoryWizard ,9,1,1,8,28,0,6,0,58,8,0,6,1,0,7,36,18,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListInterestSorter ,10,1,1,9,36,0,1,0,135,9,0,1,7,0,2,35,55,0,,,,, 
org::xplanner::soap::ProjectData ,6,2,4,2,45,0,5,0,63,10,37,5,0,0,10,23,25,0,,,,, 
org::eclipse::mylyn::tasks::ui::TaskRepositoryLocationUiFactory ,4,2,3,1,1,0,0,0,3,2,11,0,0,0,2,3,1,0,,,,, 
org::eclipse::mylyn::zest::layouts::LayoutIterationEvent ,0,1,0,0,3,0,3,0,9,3,9,3,0,0,3,3,3,0,,,,, 
org::eclipse::mylyn::wikitext::mediawiki::core::MediaWikiLanguage ,30,3,3,27,28,0,3,6,96,8,57,3,1,0,3,58,20,0,,,,, 
org::eclipse::mylyn::jira::tests::util::MockJiraClientFactory ,1,1,1,0,1,0,1,0,6,2,10,1,0,0,2,2,2,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::Block ,3,1,3,0,3,0,2,0,10,3,9,2,0,0,2,3,3,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::soap::AxisHttpFault ,2,1,1,1,10,0,3,0,26,5,0,3,1,0,4,11,6,0,,,,, 
org::eclipse::mylyn::zest::tests::swt::GraphSnippet3 ,1,1,0,1,0,0,0,0,38,1,9,0,0,0,1,10,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::CopyCommentDetailsAction ,2,1,1,1,3,0,1,0,25,3,0,1,0,0,3,8,5,0,,,,, 
org::eclipse::mylyn::internal::trac::core::client::TracClientData ,2,1,2,0,0,0,11,0,0,1,18,1,0,10,1,1,0,0,,,,, 
org::eclipse::mylyn::internal::context::ui::editors::ContextPageFactory ,2,2,0,2,10,0,0,4,15,5,17,0,0,0,5,7,5,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::WorkLogPart ,10,2,1,9,15,0,7,1,124,6,19,7,3,0,3,43,10,2,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaException ,0,1,0,0,1,0,2,0,10,2,25,2,0,0,2,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskTask ,14,4,14,0,6,0,1,2,14,4,170,1,0,0,4,4,4,0,,,,, 
org::eclipse::mylyn::internal::pde::ui::XmlJavaRelationProvider ,16,3,2,14,78,0,5,6,230,13,38,0,2,0,6,74,35,0,,,,, 
org::eclipse::mylyn::internal::context::ui::ActiveViewSelectionDragAdapter ,2,1,2,0,15,0,1,0,24,6,0,1,0,0,5,11,6,0,,,,, 
org::eclipse::mylyn::internal::java::ui::actions::ShowFilteredChildrenAction ,1,1,0,1,6,0,3,0,22,4,0,3,0,0,4,9,8,0,,,,, 
org::eclipse::mylyn::internal::context::ui::ContextUiPlugin ,45,1,33,16,378,0,17,0,226,28,0,16,8,0,20,125,46,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::assist::AnchorCompletionProcessor ,9,1,2,7,55,0,2,0,90,11,9,2,1,0,9,34,20,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteStatus ,1,4,0,1,15,0,3,0,38,6,71,3,0,0,6,10,11,0,,,,, 
org::eclipse::mylyn::internal::ide::ui::actions::FocusResourceNavigatorAction ,2,3,0,2,15,0,0,8,61,6,28,0,0,0,2,23,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::WorkweekProgressBar ,3,1,3,0,55,0,6,0,105,11,0,6,5,0,6,34,17,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::util::MatcherAdaper ,1,1,0,1,6,0,1,0,12,4,12,1,0,0,4,7,4,0,,,,, 
org::eclipse::mylyn::tasks::core::data::TaskAttributeMetaData ,42,1,41,2,120,0,1,0,75,16,9,1,0,0,15,40,20,0,,,,, 
org::eclipse::mylyn::internal::context::core::AbstractRelationProvider ,20,2,13,9,210,3,10,0,67,21,17,4,0,0,16,45,18,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::NoSplittingStrategy ,1,2,1,0,6,0,0,0,8,4,12,0,0,0,4,4,3,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::AbstractMarkupLanguage ,11,2,8,3,120,5,4,2,60,16,41,0,0,0,2,34,16,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssBlockScanner ,5,1,1,4,0,0,0,0,8,1,0,0,0,0,1,16,1,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::editors::ExtensibleBugzillaTaskEditorPage ,7,4,1,6,36,0,3,18,172,9,54,3,3,0,5,52,23,0,,,,, 
org::eclipse::mylyn::internal::java::ui::actions::FocusDebugViewAction ,2,2,0,2,1,0,0,8,12,2,25,0,0,0,2,7,3,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractRemoteEntity ,9,1,8,1,28,3,4,0,47,8,18,4,0,0,8,15,18,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::AbstractOfflineReportsAction ,1,1,0,1,1,1,0,0,13,2,0,0,0,0,0,7,2,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageSummaryEditorWizardPage ,2,1,1,1,10,0,4,0,48,5,0,4,1,0,4,14,5,0,,,,, 
org::eclipse::mylyn::tasks::ui::editors::TaskEditorInput ,29,1,24,6,153,0,4,0,88,18,9,4,1,0,17,36,29,0,,,,, 
org::eclipse::mylyn::internal::commons::soap::SoapRequest ,5,1,3,2,28,0,5,0,37,8,9,5,0,0,8,14,10,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::PriorityFilter ,3,1,3,0,3,0,2,0,12,3,18,2,0,0,2,4,3,0,,,,, 
org::eclipse::mylyn::commons::net::WebUtil ,42,1,19,25,496,0,14,0,389,32,9,14,10,0,21,196,88,0,,,,, 
org::xplanner::soap::PersonData ,6,2,4,2,120,0,8,0,96,16,37,8,0,0,16,41,46,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::WikiTextPlugin ,16,1,5,11,105,0,8,0,260,15,0,8,3,0,12,140,51,0,,,,, 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingHtmlDocumentBuilder ,15,2,1,14,561,0,8,1,309,34,27,8,4,0,30,159,66,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::actions::ShowQualifiedNamesAction ,2,1,1,2,3,0,3,0,17,3,0,1,0,0,3,11,3,0,,,,, 
org::eclipse::mylyn::monitor::ui::AbstractEditorTracker ,0,2,0,0,28,4,0,0,20,8,16,0,0,0,5,11,8,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::CodeBlock ,8,3,1,7,6,0,6,4,44,4,43,5,0,0,4,20,13,0,,,,, 
org::eclipse::mylyn::internal::team::ui::ContextChangeSetDecorator ,2,1,0,2,10,0,0,0,21,5,9,0,0,0,5,8,7,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerQueryWizardUtils ,7,1,3,4,3,0,1,0,32,3,9,1,1,0,2,14,5,1,,,,, 
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleGraph ,2,1,0,2,28,0,2,0,46,8,14,0,0,2,8,26,12,0,,,,, 
org::eclipse::mylyn::internal::jira::core::JiraCorePlugin ,14,1,8,6,15,0,5,0,50,6,0,2,0,0,6,24,11,0,,,,, 
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryQuery ,2,4,1,1,1,0,1,3,7,2,75,0,0,1,2,3,2,0,,,,, 
org::eclipse::mylyn::internal::monitor::usage::MonitorPreferenceConstants ,0,1,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::RepositoryConfigurationFactory ,1,2,0,1,1,0,0,1,9,2,11,0,0,0,2,5,2,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::MarkupParser ,29,1,28,2,28,0,2,0,47,8,9,2,1,0,7,21,12,0,,,,, 
org::eclipse::mylyn::internal::java::ui::search::JavaWriteAccessProvider ,1,4,1,0,6,0,2,8,12,4,47,0,0,0,2,4,4,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaRepositorySettingsPage ,10,4,1,9,36,0,14,25,198,9,78,11,2,0,3,73,28,0,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaAttributeFactory ,3,1,0,3,10,0,7,0,103,5,0,6,0,0,5,89,38,0,,,,, 
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleNode ,10,2,7,3,561,0,20,2,162,34,18,15,0,0,34,54,45,0,,,,, 
org::eclipse::mylyn::tasks::core::data::TaskAttachmentModel ,6,1,5,1,66,0,7,0,41,12,9,7,0,0,12,14,13,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::Person ,3,3,3,0,3,0,2,0,11,3,50,2,0,0,3,3,3,0,,,,, 
org::eclipse::mylyn::internal::pde::ui::PdeUiBridgePlugin ,4,1,1,3,15,0,3,0,24,6,0,2,2,0,4,14,7,0,,,,, 
org::eclipse::mylyn::internal::context::core::DegreeOfSeparation ,3,1,3,0,3,0,2,0,10,3,11,2,0,0,3,3,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::ShowTaskRepositoriesViewAction ,1,1,0,1,3,0,0,0,8,3,9,0,0,0,3,4,3,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::wizards::NewJiraTaskWizard ,4,2,1,3,6,0,1,0,18,4,7,1,0,0,3,9,4,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::FilterDefinition ,22,1,10,12,561,0,17,0,191,34,18,17,0,0,34,51,49,0,,,,, 
org::eclipse::mylyn::internal::web::ui::WebPage ,1,2,1,0,15,0,2,1,23,6,28,2,0,0,5,7,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::PluginRepositoryMapping ,2,1,1,1,15,0,2,0,15,6,9,2,0,0,6,11,5,0,,,,, 
org::eclipse::mylyn::internal::web::tasks::WebTaskEditorPageFactory ,5,2,0,5,10,0,1,4,18,5,17,1,0,0,5,10,6,0,,,,, 
org::eclipse::mylyn::ide::ui::AbstractMarkerInterestFilter ,6,2,2,4,1,2,0,0,13,2,7,0,0,0,0,9,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::TextileMarkupTaskEditorExtension ,1,3,0,1,0,0,0,1,3,1,21,0,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::Messages ,0,1,0,0,0,0,7,0,2,1,0,1,1,6,0,1,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::RepositoryTemplateManager ,7,1,6,1,10,0,1,0,25,5,9,1,0,0,5,15,7,0,,,,, 
org::eclipse::mylyn::internal::monitor::core::collection::Messages ,0,1,0,0,0,0,22,0,3,1,0,1,0,21,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::team::ui::AbstractCommitWorkflowProvider ,0,1,0,0,1,1,0,0,5,2,9,0,0,0,2,2,2,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::SharedDataDirectoryManager ,1,1,0,1,6,0,2,0,22,4,9,2,0,0,4,7,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractRepositoryTaskEditorInput ,5,1,4,1,120,1,6,0,54,16,9,4,0,0,11,22,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::DayDateRange ,9,2,7,3,15,0,0,1,59,6,23,0,0,0,5,25,18,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::SandboxUiPreferencePage ,9,1,0,9,105,0,15,0,265,15,0,14,6,0,8,70,21,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::properties::ProjectTaskRepositoryPage ,5,1,1,4,15,0,4,0,116,6,0,4,2,0,2,32,11,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::Messages ,0,1,0,0,0,0,14,0,3,1,0,1,0,13,1,2,1,0,,,,, 
org::eclipse::mylyn::tasklist::tests::People ,3,1,0,3,3,0,1,0,44,3,9,1,0,0,3,12,7,0,,,,, 
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorInput ,1,1,1,0,21,0,1,0,21,7,9,1,0,0,7,7,7,0,,,,, 
org::eclipse::mylyn::commons::net::HtmlStreamTokenizer ,15,1,7,8,28,0,10,0,294,8,9,10,3,0,5,116,96,0,,,,, 
org::eclipse::mylyn::zest::tests::swt::PaintSnippet ,1,1,0,1,0,0,0,0,66,1,9,0,0,0,1,8,3,0,,,,, 
org::eclipse::mylyn::internal::trac::core::util::Messages ,0,1,0,0,0,0,2,0,3,1,9,1,0,1,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracSearchFilter ,9,1,8,1,45,0,4,0,55,10,9,4,0,0,9,14,21,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::assist::MultiplexingContentAssistProcessor ,1,1,1,0,36,0,3,0,69,9,9,3,1,0,8,19,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::MultiRepositoryAwareWizard ,1,1,0,1,10,2,1,0,19,5,0,1,0,0,5,9,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TableDecoratingLabelProvider ,4,1,0,4,3,0,0,0,37,3,0,0,0,0,3,13,13,0,,,,, 
org::eclipse::mylyn::wikitext::textile::core::Main ,2,2,0,2,3,0,0,0,12,3,12,0,0,0,2,7,2,0,,,,, 
org::eclipse::mylyn::internal::trac::core::client::TracException ,0,1,0,0,0,6,1,0,3,1,25,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::context::ui::editors::Messages ,0,1,0,0,0,0,15,0,3,1,0,1,0,14,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::QuoteBlock ,8,3,1,7,6,0,3,4,39,4,43,2,0,0,4,20,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::GoUpAction ,1,1,1,1,1,0,1,0,11,2,0,0,0,0,2,6,3,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::IssueTypeFilter ,4,1,4,0,10,0,4,0,23,5,18,4,0,0,4,7,6,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracPriority ,4,2,4,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskAction ,3,1,0,3,1,0,1,0,25,2,0,1,0,0,2,13,6,0,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::ScreenshotCreationPage ,4,1,2,2,253,0,25,0,671,23,1,25,15,0,8,104,64,3,,,,, 
org::eclipse::mylyn::internal::provisional::commons::ui::SubstringPatternFilter ,3,1,2,1,1,0,0,0,7,2,0,0,0,0,2,5,3,0,,,,, 
org::eclipse::mylyn::internal::context::core::SaxContextWriter ,16,1,0,16,6,0,1,0,59,4,11,1,0,0,4,36,5,1,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::search::SaveQueryDialog ,0,1,0,0,15,0,4,0,38,6,0,3,0,1,2,13,8,0,,,,, 
org::eclipse::mylyn::internal::context::ui::views::QuickOutlinePatternAndInterestFilter ,3,1,2,1,6,0,2,0,42,4,0,2,1,0,3,10,10,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::RevisionLogReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::ide::ant::AntUiBridgePlugin ,4,1,1,3,10,0,3,0,20,5,0,2,1,0,4,12,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskListModifyOperation ,7,1,3,4,6,2,1,0,33,4,9,0,0,1,2,9,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractNewRepositoryTaskEditor ,12,2,1,11,276,1,11,13,346,24,95,6,0,0,8,84,34,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableOfContentsBlock ,13,4,1,13,36,0,5,4,69,9,45,4,1,0,7,39,15,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::JiraRedirectException ,2,2,2,0,1,0,2,0,7,2,26,2,0,0,2,2,2,0,,,,, 
org::eclipse::mylyn::internal::java::ui::ActiveFoldingEditorTracker ,3,3,2,1,21,0,1,0,31,7,24,0,0,0,6,15,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorRichTextPart ,18,2,5,15,78,2,7,1,191,13,19,7,1,0,8,88,34,4,,,,, 
org::eclipse::mylyn::internal::web::ui::WebNavigatorLabelProvider ,1,1,0,1,36,0,1,0,32,9,0,1,0,0,9,10,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::DefaultTaskContributor ,8,2,1,7,10,0,0,0,86,5,12,0,1,0,4,49,17,1,,,,, 
org::eclipse::mylyn::internal::ide::ui::actions::FocusTaskMarkersViewAction ,0,3,0,0,0,0,0,8,3,1,29,0,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteAttachment ,4,2,0,4,120,0,8,0,93,16,35,8,0,0,16,43,46,0,,,,, 
org::eclipse::mylyn::internal::commons::net::CommonsNetPlugin ,10,1,5,5,28,0,6,0,43,8,0,5,0,0,8,21,14,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::ProjectFilter ,6,1,6,0,3,0,2,0,9,3,18,2,0,0,2,4,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskSpellingReconcileStrategy ,1,1,0,1,21,0,5,0,25,7,9,4,0,0,7,14,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::NextTaskDropDownAction ,0,1,0,0,3,0,1,0,29,3,0,0,0,0,2,4,3,0,,,,, 
org::eclipse::mylyn::internal::team::ui::FocusedTeamUiPlugin ,15,1,12,4,66,0,10,0,69,12,0,6,1,0,11,29,16,2,,,,, 
org::eclipse::mylyn::internal::monitor::ui::MenuCommandMonitor ,5,1,1,4,1,0,4,0,64,2,9,0,0,0,2,20,13,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStore ,12,1,3,9,36,0,2,0,77,9,9,2,2,0,7,52,12,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::planner::OpenTaskEditorAction ,2,1,2,0,1,0,2,0,13,2,0,1,0,0,2,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskListElementAction ,5,1,4,1,3,0,2,0,26,3,0,1,0,0,3,11,8,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::MoveToCategoryMenuContributor ,10,1,1,9,6,0,0,0,69,4,10,0,1,0,3,30,8,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::AbstractHyperlinkTextPresentationManager ,5,1,2,3,45,2,4,0,79,10,9,4,1,0,6,36,23,0,,,,, 
