classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::apache::lucene::benchmark::byTask::tasks::OptimizeTask ,3,2,0,3,6,0,1,2,16,4,39,0,0,1,4,10,4,0,,,,, 
org::apache::lucene::xmlparser::QueryTemplateManager ,14,1,2,12,21,0,4,0,50,7,9,0,0,4,7,36,10,0,,,,, 
org::apache::lucene::demo::FileDocument ,6,1,3,3,1,0,0,0,26,2,9,0,1,0,1,10,2,0,,,,, 
org::tartarus::snowball::ext::German2Stemmer ,1,2,0,1,28,0,12,6,644,8,35,12,7,0,1,63,116,0,,,,, 
org::apache::lucene::index::DocHelper ,10,1,7,3,6,0,56,0,21,4,9,0,1,27,3,15,5,0,,,,, 
org::apache::lucene::search::TopDocCollector ,5,2,2,3,6,1,3,0,32,4,11,1,0,0,3,10,9,0,,,,, 
org::apache::lucene::index::MultiSegmentReader ,14,3,2,12,435,1,7,5,300,30,78,6,2,0,16,124,75,1,,,,, 
org::apache::lucene::search::QueryWrapperFilter ,10,2,5,5,15,0,1,0,32,6,21,1,0,0,6,16,7,0,,,,, 
org::apache::lucene::search::function::DocValues ,12,1,9,3,78,1,4,0,52,13,9,4,1,0,11,28,12,0,,,,, 
org::apache::lucene::index::DocFieldConsumerPerThread ,3,1,3,0,6,3,0,0,0,4,9,0,0,0,0,4,0,0,,,,, 
org::apache::lucene::analysis::KeywordTokenizer ,2,3,0,2,3,0,2,1,30,3,16,2,0,0,3,11,7,0,,,,, 
org::apache::lucene::queryParser::precedence::TokenMgrError ,5,1,2,3,6,0,5,0,57,4,27,0,0,1,2,26,17,0,,,,, 
org::apache::lucene::analysis::ngram::EdgeNGramTokenizer ,4,3,1,3,1,0,10,1,34,2,16,7,0,0,2,10,6,0,,,,, 
org::apache::lucene::search::similar::MoreLikeThisQuery ,4,2,1,3,171,0,8,0,74,19,39,3,0,5,19,31,20,0,,,,, 
org::apache::lucene::search::highlight::SimpleHTMLFormatter ,8,1,6,2,1,0,2,0,16,2,10,0,0,2,2,6,3,0,,,,, 
org::apache::lucene::index::FormatPostingsFieldsWriter ,6,2,2,4,3,0,7,0,35,3,11,0,0,7,1,11,3,0,,,,, 
org::apache::lucene::store::NoLockFactory ,3,2,3,0,6,0,2,1,7,4,13,2,0,0,4,4,3,0,,,,, 
org::apache::lucene::search::FilterClause ,3,1,3,0,3,0,2,0,10,3,18,0,0,2,3,3,3,0,,,,, 
org::apache::lucene::xmlparser::webdemo::FormBasedXmlQueryDemo ,15,1,0,15,3,0,4,0,92,3,48,4,1,0,1,50,10,0,,,,, 
org::apache::lucene::index::InvertedDocEndConsumerPerField ,1,1,1,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0,,,,, 
org::tartarus::snowball::ext::RomanianStemmer ,1,2,0,1,78,0,11,6,747,13,35,11,12,0,1,77,140,0,,,,, 
org::apache::lucene::store::je::File ,12,1,4,8,45,0,7,0,168,10,9,0,1,0,0,72,24,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::DeleteDocTask ,4,2,0,4,21,0,8,2,37,7,39,6,1,0,6,22,12,0,,,,, 
org::apache::lucene::search::Scorer ,25,2,25,0,6,16,1,0,6,4,13,1,0,0,3,4,2,0,,,,, 
org::apache::lucene::analysis::nl::DutchStemmer ,4,1,1,3,153,0,5,0,289,18,9,5,15,0,2,143,102,0,,,,, 
org::apache::lucene::search::function::ValueSourceQuery ,9,2,3,6,21,1,1,0,26,7,39,0,0,1,6,20,9,1,,,,, 
org::apache::lucene::store::db::SanityLoadLibrary ,0,1,0,0,0,0,0,0,5,1,9,0,0,0,1,3,1,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::NewAnalyzerTask ,6,2,0,6,6,0,2,2,37,4,39,2,0,0,4,22,10,0,,,,, 
org::tartarus::snowball::ext::GermanStemmer ,1,2,0,1,28,0,11,6,615,8,35,11,7,0,1,60,109,0,,,,, 
org::apache::lucene::util::Constants ,0,1,0,0,0,0,8,0,1,1,9,0,1,0,0,1,1,0,,,,, 
org::apache::lucene::queryParser::surround::query::SrndTermQuery ,7,3,1,6,10,0,1,1,25,5,44,1,0,0,5,19,8,0,,,,, 
org::apache::lucene::queryParser::surround::query::SrndTruncQuery ,10,3,1,9,21,0,5,1,63,7,44,5,0,0,4,40,19,0,,,,, 
org::apache::lucene::search::spans::NearSpansUnordered ,7,2,1,7,120,0,10,0,151,16,16,10,7,0,9,80,51,0,,,,, 
org::apache::lucene::xmlparser::builders::BooleanFilterBuilder ,9,1,1,8,1,0,1,0,23,2,10,1,0,0,2,13,4,0,,,,, 
org::apache::lucene::benchmark::quality::utils::SimpleQQParser ,4,1,2,2,1,0,3,0,12,2,10,2,0,1,2,8,3,0,,,,, 
org::apache::lucene::index::SnapshotDeletionPolicy ,5,1,1,4,15,0,3,0,31,6,11,3,1,0,5,22,9,0,,,,, 
org::apache::lucene::analysis::cz::CzechAnalyzer ,5,2,0,5,3,0,2,0,35,3,15,1,0,0,3,15,6,0,,,,, 
org::apache::lucene::index::ByteSliceWriter ,2,1,1,1,15,0,4,0,45,6,9,3,0,1,6,10,10,0,,,,, 
org::apache::lucene::analysis::fr::FrenchStemmer ,4,1,1,3,210,0,8,0,482,21,9,8,19,0,1,174,128,0,,,,, 
org::apache::lucene::benchmark::byTask::feeds::AbstractQueryMaker ,4,1,0,4,15,3,3,0,26,6,13,0,0,0,4,15,7,0,,,,, 
org::apache::lucene::search::FilteredTermEnum ,9,2,8,1,36,5,2,0,38,9,15,2,0,0,6,18,14,0,,,,, 
org::apache::lucene::analysis::payloads::NumericPayloadTokenFilter ,4,3,1,3,1,0,2,1,14,2,16,2,0,0,2,8,4,0,,,,, 
org::apache::lucene::analysis::compound::hyphenation::PatternParser ,14,1,1,13,210,0,11,0,268,21,48,0,1,7,14,160,64,0,,,,, 
org::apache::lucene::analysis::fr::FrenchStemFilter ,5,3,1,4,6,0,2,1,29,4,16,2,0,0,4,12,10,0,,,,, 
org::apache::lucene::search::spans::SpanQuery ,12,2,12,1,10,6,0,0,6,5,39,0,0,0,4,6,2,0,,,,, 
org::apache::lucene::search::function::OrdFieldSource ,4,2,1,3,10,0,2,0,36,5,23,1,0,0,5,10,6,0,,,,, 
org::tartarus::snowball::ext::DutchStemmer ,1,2,0,1,55,0,12,6,753,11,35,12,10,0,1,85,130,0,,,,, 
org::apache::lucene::index::memory::PatternAnalyzer ,7,2,1,6,28,0,8,0,88,8,15,4,4,0,4,36,33,0,,,,, 
org::apache::lucene::search::function::FieldScoreQuery ,2,3,2,0,1,0,0,1,18,2,46,0,1,0,1,8,6,0,,,,, 
org::apache::lucene::analysis::compound::CompoundWordTokenFilterBase ,6,3,2,4,28,2,9,1,74,8,16,0,0,0,2,36,14,0,,,,, 
org::apache::lucene::swing::models::ListSearcher ,15,1,5,11,66,0,8,0,137,12,32,8,6,0,6,67,21,0,,,,, 
org::apache::lucene::index::DocConsumer ,2,1,2,0,10,1,0,0,0,5,9,0,0,0,0,5,0,0,,,,, 
org::apache::lucene::analysis::standard::StandardTokenizer ,3,3,1,2,28,0,14,1,62,8,16,3,0,0,7,24,13,1,,,,, 
org::apache::lucene::xmlparser::builders::SpanOrTermsBuilder ,9,3,1,8,1,0,1,0,26,2,12,0,0,1,2,19,3,0,,,,, 
org::apache::lucene::analysis::cn::ChineseTokenizer ,3,3,2,1,6,0,9,1,66,4,16,9,2,0,2,15,14,0,,,,, 
org::apache::lucene::wikipedia::analysis::WikipediaTokenizer ,5,3,1,4,28,0,38,1,122,8,16,4,4,0,3,74,26,0,,,,, 
org::apache::lucene::store::instantiated::InstantiatedTermDocs ,6,1,2,5,28,1,4,0,63,8,16,2,0,0,8,31,20,0,,,,, 
org::apache::lucene::index::DocFieldProcessorPerThread ,9,2,1,8,21,0,11,0,238,7,11,0,1,11,4,52,41,0,,,,, 
org::apache::lucene::xmlparser::builders::UserInputQueryBuilder ,5,1,1,4,3,0,3,0,32,3,10,2,0,1,2,13,4,0,,,,, 
org::apache::lucene::analysis::ru::RussianStemFilter ,5,3,1,4,3,0,1,1,22,3,16,1,0,0,3,9,7,0,,,,, 
org::apache::lucene::analysis::shingle::ShingleFilter ,4,3,1,3,28,0,10,1,141,8,16,7,3,0,5,66,32,0,,,,, 
org::apache::lucene::index::DocFieldConsumer ,4,1,4,0,15,3,1,0,3,6,9,0,0,1,0,6,1,0,,,,, 
org::apache::lucene::analysis::compound::hyphenation::CharVector ,4,1,3,1,45,0,4,0,50,10,27,4,0,0,10,14,13,0,,,,, 
org::apache::lucene::search::FilterManager ,7,1,2,5,10,0,7,0,35,5,9,0,0,0,4,19,7,1,,,,, 
org::apache::lucene::search::PhraseQuery ,28,2,20,9,55,0,5,0,90,11,39,5,0,0,10,54,28,0,,,,, 
org::apache::lucene::index::TermsHashConsumer ,2,1,2,0,21,2,1,0,3,7,9,0,0,1,0,7,1,0,,,,, 
org::apache::lucene::queryParser::surround::query::BooleanQueryTst ,7,1,2,5,3,0,7,0,32,3,9,0,0,7,3,12,4,0,,,,, 
org::apache::lucene::index::KeepOnlyLastCommitDeletionPolicy ,8,1,7,1,3,0,0,0,12,3,11,0,0,0,3,7,3,0,,,,, 
org::apache::lucene::search::BooleanScorer ,9,3,0,9,36,0,10,0,85,9,17,10,1,0,6,27,28,0,,,,, 
org::apache::lucene::search::FieldCacheImpl ,2,1,0,2,28,1,12,2,24,8,17,4,0,8,8,21,8,1,,,,, 
org::apache::lucene::store::instantiated::InstantiatedTermFreqVector ,6,1,1,5,36,1,5,0,60,9,24,5,0,0,9,27,17,0,,,,, 
org::apache::lucene::index::DocFieldConsumerPerField ,3,1,3,0,1,3,0,0,0,2,9,0,0,0,0,2,0,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefTask ,8,3,1,7,10,2,1,12,45,5,46,0,0,0,4,33,9,0,,,,, 
org::apache::lucene::index::FormatPostingsPositionsWriter ,6,2,1,5,10,0,6,0,45,5,11,0,0,6,0,15,11,0,,,,, 
org::apache::lucene::index::FieldsReader ,17,1,3,15,120,0,11,0,332,16,9,11,9,0,0,119,60,1,,,,, 
org::apache::lucene::store::GCJDirectory ,3,3,0,3,0,0,0,3,9,1,29,0,0,0,1,7,2,0,,,,, 
org::apache::lucene::search::spell::SuggestWord ,2,1,2,0,1,0,3,0,19,2,9,0,0,3,1,2,5,0,,,,, 
org::apache::lucene::xmlparser::builders::SpanTermBuilder ,4,3,1,3,1,0,0,0,9,2,12,0,0,0,2,8,1,0,,,,, 
org::apache::lucene::benchmark::byTask::utils::Algorithm ,14,1,2,12,6,0,1,0,204,4,9,1,1,0,3,92,44,0,,,,, 
org::apache::lucene::search::CachingWrapperFilterHelper ,5,3,2,3,10,0,1,2,38,5,27,1,0,0,5,12,9,0,,,,, 
org::tartarus::snowball::ext::RussianStemmer ,1,2,0,1,66,0,11,6,540,12,35,11,11,0,1,59,98,0,,,,, 
org::apache::lucene::store::db::Block ,4,1,2,2,15,0,2,0,47,6,9,0,0,0,0,20,6,0,,,,, 
org::apache::lucene::search::HitCollector ,18,1,18,0,1,12,0,0,0,2,9,0,0,0,2,2,0,0,,,,, 
org::apache::lucene::index::TermVectorMapper ,4,1,4,0,15,6,2,0,12,6,9,2,0,0,5,6,4,0,,,,, 
org::apache::lucene::util::OpenBitSet ,11,2,6,5,861,1,2,0,335,42,29,0,0,0,41,88,82,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::ReadTokensTask ,11,2,0,11,10,0,7,2,66,5,39,2,1,4,4,37,13,0,,,,, 
org::apache::lucene::store::je::Block ,4,1,2,2,15,0,2,0,45,6,9,0,0,0,0,20,6,0,,,,, 
org::apache::lucene::util::StringHelper ,3,1,2,1,3,0,0,0,20,3,9,0,1,0,2,5,9,0,,,,, 
org::apache::lucene::swing::models::ListSearcherSimulator ,16,1,0,16,1,0,0,0,53,2,9,0,0,0,2,27,2,0,,,,, 
org::apache::lucene::demo::html::Tags ,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::SetPropTask ,5,2,0,5,6,0,2,2,19,4,39,2,0,0,4,14,6,0,,,,, 
org::apache::lucene::store::LockVerifyServer ,5,1,0,5,1,0,0,0,57,2,9,0,1,0,1,25,9,0,,,,, 
org::apache::lucene::analysis::payloads::TokenOffsetPayloadTokenFilter ,4,3,1,3,1,0,0,1,15,2,16,0,0,0,2,8,3,0,,,,, 
org::apache::lucene::search::spans::SpanScorer ,7,3,2,5,21,1,8,0,57,7,17,0,0,0,5,31,15,0,,,,, 
org::apache::lucene::index::MultiLevelSkipListReader ,6,1,2,4,45,1,14,0,140,10,9,14,2,0,1,33,31,0,,,,, 
org::apache::lucene::index::DocumentsWriterThreadState ,3,1,1,2,1,0,6,0,13,2,9,0,0,6,1,4,2,1,,,,, 
org::apache::lucene::document::LoadFirstFieldSelector ,1,2,1,0,1,0,0,0,3,2,19,0,0,0,2,2,1,0,,,,, 
org::apache::lucene::search::PrefixFilter ,6,2,1,5,10,0,2,0,18,5,21,1,0,0,5,14,5,0,,,,, 
org::apache::lucene::index::TermVectorsTermsWriter ,10,2,1,10,78,0,9,1,189,13,16,0,0,9,4,64,32,1,,,,, 
org::apache::lucene::benchmark::Driver ,5,1,0,5,45,0,3,0,71,10,9,3,2,0,8,29,12,0,,,,, 
org::apache::lucene::benchmark::quality::utils::SubmissionReport ,7,1,2,5,6,0,4,0,36,4,9,4,1,0,3,17,8,0,,,,, 
org::apache::lucene::store::instantiated::InstantiatedTerm ,10,1,7,3,66,0,6,0,101,12,18,4,0,0,10,26,24,0,,,,, 
org::apache::lucene::store::instantiated::FieldSetting ,2,1,1,1,3,0,9,0,17,3,9,0,0,9,2,7,6,1,,,,, 
org::apache::lucene::index::SegmentReader ,3,3,1,2,6,2,26,5,22,4,78,16,2,10,2,18,6,4,,,,, 
org::apache::lucene::benchmark::byTask::tasks::SearchTravRetLoadFieldSelectorTask ,3,4,0,3,10,0,1,3,22,5,64,0,0,0,4,12,6,0,,,,, 
org::apache::lucene::benchmark::standard::ReutersQueries ,5,1,1,4,0,0,1,0,9,1,9,0,0,1,1,15,1,0,,,,, 
org::apache::lucene::queryParser::surround::parser::TokenMgrError ,5,1,2,3,6,0,5,0,57,4,27,0,0,1,2,26,17,0,,,,, 
org::apache::lucene::index::FormatPostingsDocsWriter ,9,2,1,8,10,0,14,0,72,5,11,1,0,13,0,23,12,0,,,,, 
org::apache::lucene::store::db::File ,12,1,4,8,45,0,7,0,183,10,9,0,1,0,0,73,24,0,,,,, 
org::apache::lucene::index::SegmentInfo ,22,1,13,9,435,0,19,0,467,30,9,11,2,4,5,116,114,1,,,,, 
org::apache::lucene::index::ReadOnlyMultiSegmentReader ,2,4,1,1,1,0,0,6,6,2,106,0,0,0,0,3,2,0,,,,, 
org::apache::lucene::index::StoredFieldsWriter ,8,2,1,7,55,0,6,1,116,11,15,0,1,6,5,41,22,1,,,,, 
org::apache::lucene::xmlparser::CorePlusExtensionsParser ,8,2,0,8,0,0,0,5,11,1,15,0,1,0,0,9,1,0,,,,, 
org::apache::lucene::index::RawPostingList ,0,1,0,0,0,1,4,0,0,0,9,0,0,3,0,0,0,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::ReadTask ,12,2,2,10,120,4,0,2,116,16,39,0,0,0,11,69,31,1,,,,, 
org::apache::lucene::benchmark::byTask::feeds::SimpleDocMaker ,5,2,1,4,6,1,2,11,18,4,33,1,1,0,2,10,6,0,,,,, 
org::apache::lucene::store::NIOFSDirectory ,2,3,0,2,1,0,0,3,6,2,29,0,0,0,1,6,2,2,,,,, 
org::apache::lucene::index::FreqProxTermsWriterPerField ,7,2,2,5,55,0,7,0,96,11,15,0,0,7,3,25,22,0,,,,, 
org::apache::lucene::demo::IndexHTML ,10,1,0,10,3,0,4,0,88,3,9,4,2,0,1,53,23,0,,,,, 
org::apache::lucene::analysis::nl::DutchStemFilter ,5,3,1,4,10,0,2,1,33,5,16,2,0,0,5,13,12,0,,,,, 
org::apache::lucene::index::IndexFileDeleter ,17,1,5,12,91,0,11,0,319,14,9,9,4,2,4,130,66,3,,,,, 
org::tartarus::snowball::ext::KpStemmer ,1,2,0,1,153,0,19,6,2032,18,35,19,17,0,1,259,351,0,,,,, 
lucli::Lucli ,12,1,0,12,78,0,19,0,188,13,9,0,11,4,2,80,40,0,,,,, 
org::apache::lucene::analysis::ar::ArabicStemmer ,2,1,1,1,28,0,13,0,53,8,9,0,0,0,4,16,21,0,,,,, 
org::apache::lucene::index::DocFieldProcessorPerField ,3,1,1,2,1,0,6,0,7,2,9,0,0,6,2,4,2,0,,,,, 
org::apache::lucene::analysis::LetterTokenizer ,3,4,2,1,1,2,0,1,6,2,21,0,0,0,1,3,2,0,,,,, 
org::apache::lucene::queryParser::surround::query::SimpleTerm ,9,2,3,6,66,3,1,1,56,12,32,1,0,0,10,31,14,0,,,,, 
org::apache::lucene::search::SortComparator ,4,2,1,3,3,0,0,0,19,3,19,0,0,0,2,6,1,0,,,,, 
org::apache::lucene::analysis::th::ThaiWordFilter ,6,3,1,5,1,0,2,1,39,2,16,2,0,0,2,25,8,0,,,,, 
org::apache::lucene::index::CompoundFileReader ,8,2,4,4,91,0,5,2,97,14,27,5,0,0,14,41,23,0,,,,, 
org::apache::lucene::store::RAMDirectory ,26,2,19,7,66,2,3,2,114,12,36,1,0,2,12,55,22,3,,,,, 
org::apache::lucene::index::memory::AnalyzerUtil ,10,1,0,10,55,0,2,0,237,11,9,2,3,0,8,63,32,0,,,,, 
org::apache::lucene::analysis::br::BrazilianStemFilter ,5,3,1,4,1,0,2,1,21,2,16,2,0,0,2,8,7,0,,,,, 
org::apache::lucene::index::CorruptIndexException ,5,1,5,0,0,0,0,0,3,1,27,0,0,0,1,1,1,0,,,,, 
org::apache::lucene::search::QueryTermVector ,8,1,1,7,36,0,2,0,81,9,15,2,1,0,8,47,20,0,,,,, 
org::apache::lucene::store::SimpleFSLockFactory ,3,2,1,2,6,0,1,1,24,4,13,1,0,0,3,12,9,0,,,,, 
org::apache::lucene::demo::html::Entities ,6,1,2,4,3,0,2,0,44,3,9,0,0,0,1,26,13,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::OpenReaderTask ,2,2,0,2,1,0,0,2,9,2,39,0,0,0,2,6,2,0,,,,, 
org::apache::lucene::benchmark::byTask::PerfRunData ,48,1,37,12,153,0,11,0,132,18,9,11,0,0,18,63,27,0,,,,, 
org::apache::lucene::search::RangeFilter ,6,2,1,5,36,0,7,0,59,9,21,7,1,0,8,28,29,0,,,,, 
org::apache::lucene::index::ByteBlockPool ,6,1,4,2,10,0,10,0,77,5,9,2,0,5,5,12,11,0,,,,, 
org::apache::lucene::analysis::CharArraySet ,5,1,1,4,45,0,4,0,98,10,0,4,4,0,6,34,32,1,,,,, 
org::apache::lucene::index::NormsWriterPerThread ,2,2,1,1,15,0,2,0,13,6,13,0,0,2,1,7,6,0,,,,, 
org::apache::lucene::index::DocFieldProcessor ,3,2,0,3,15,0,3,0,37,6,14,0,0,3,6,22,7,0,,,,, 
org::apache::lucene::xmlparser::builders::SpanQueryBuilderFactory ,3,2,1,2,6,0,1,0,14,4,11,0,0,1,4,11,4,0,,,,, 
org::apache::lucene::index::TermsHashPerField ,15,2,6,10,136,0,22,0,388,17,13,7,2,15,6,60,84,0,,,,, 
org::apache::lucene::search::ConjunctionScorer ,5,3,1,4,28,0,5,0,78,8,17,5,2,0,6,25,17,0,,,,, 
org::apache::lucene::index::FormatPostingsFieldsConsumer ,2,1,2,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0,,,,, 
org::apache::lucene::search::MultiPhraseQuery ,21,2,12,10,105,0,4,0,140,15,39,4,3,0,11,75,42,1,,,,, 
org::apache::lucene::index::FieldNormModifier ,11,1,1,10,3,0,2,0,86,3,9,2,0,0,3,46,18,0,,,,, 
org::apache::lucene::analysis::nl::WordlistLoader ,3,1,0,3,3,0,0,0,51,3,9,0,1,0,2,19,9,0,,,,, 
org::apache::lucene::util::BitUtil ,1,1,1,0,55,0,1,0,686,11,9,0,0,0,11,36,42,0,,,,, 
org::apache::lucene::analysis::miscellaneous::SingleTokenTokenStream ,4,2,4,0,10,0,2,0,21,5,13,2,0,0,5,9,6,0,,,,, 
org::apache::lucene::search::spell::LevensteinDistance ,2,1,1,1,1,0,0,0,71,2,10,0,0,0,2,7,8,1,,,,, 
org::apache::lucene::analysis::miscellaneous::EmptyTokenStream ,2,2,2,0,1,0,0,0,4,2,13,0,0,0,2,2,1,0,,,,, 
org::apache::lucene::util::ToStringUtils ,18,1,17,1,0,0,0,0,5,1,9,0,0,0,1,2,2,0,,,,, 
org::apache::lucene::index::FreqProxFieldMergeState ,4,1,1,3,3,0,12,0,56,3,9,2,0,10,2,10,10,0,,,,, 
org::apache::lucene::store::instantiated::InstantiatedTermDocumentInformation ,9,1,9,0,45,0,9,0,33,10,18,6,0,0,6,10,10,0,,,,, 
org::apache::lucene::analysis::WhitespaceAnalyzer ,74,2,71,3,3,0,0,0,12,3,15,0,0,0,3,8,3,0,,,,, 
org::apache::lucene::search::SpanQueryFilter ,7,3,1,6,21,0,1,0,40,7,22,0,0,0,7,24,10,0,,,,, 
org::apache::lucene::store::instantiated::FieldSettings ,6,1,3,3,6,0,1,0,55,4,9,1,0,0,0,13,16,1,,,,, 
org::apache::lucene::index::MultipleTermPositions ,6,2,1,5,66,0,4,0,74,12,20,4,0,0,12,49,22,0,,,,, 
org::apache::lucene::analysis::compound::HyphenationCompoundWordTokenFilter ,5,4,1,4,3,0,1,10,81,3,24,1,0,0,2,24,18,0,,,,, 
org::apache::lucene::demo::html::HTMLParserTokenManager ,4,1,1,3,1275,0,18,39,1504,51,9,2,45,7,5,238,408,0,,,,, 
org::apache::lucene::benchmark::byTask::utils::FileUtils ,2,1,1,1,0,0,0,0,18,1,9,0,0,0,1,7,8,0,,,,, 
org::apache::lucene::index::DocFieldConsumersPerField ,2,2,1,1,3,0,3,0,16,3,11,0,0,3,3,6,3,0,,,,, 
org::apache::lucene::search::BooleanScorer2 ,10,3,1,9,105,0,8,0,147,15,17,8,8,0,7,72,36,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::SearchTravRetTask ,0,4,0,0,1,0,0,3,6,2,64,0,0,0,2,2,2,0,,,,, 
org::apache::lucene::index::NormsWriter ,5,2,0,5,21,0,2,0,125,7,14,2,0,0,3,37,23,0,,,,, 
org::apache::lucene::benchmark::byTask::stats::Report ,7,1,7,0,10,0,4,0,18,5,9,4,0,0,5,5,5,0,,,,, 
com::sleepycat::db::DbHandleExtractor ,0,1,0,0,3,0,0,0,8,3,9,0,1,0,2,3,3,0,,,,, 
org::apache::lucene::index::DirectoryIndexReader ,17,2,4,14,190,2,10,2,295,20,58,7,0,0,9,101,54,4,,,,, 
org::apache::lucene::search::function::FloatFieldSource ,4,3,0,4,10,0,1,0,39,5,31,1,0,0,5,13,8,0,,,,, 
org::apache::lucene::search::Hit ,6,1,2,4,28,0,4,0,39,8,18,4,1,0,6,23,10,0,,,,, 
org::apache::lucene::index::ByteSliceReader ,7,2,5,2,55,0,8,0,96,11,33,0,0,8,10,23,17,0,,,,, 
org::apache::lucene::analysis::fr::ElisionFilter ,2,3,0,2,3,0,2,1,40,3,16,2,0,0,3,23,10,0,,,,, 
org::apache::lucene::benchmark::quality::QualityQuery ,7,1,6,1,10,0,2,0,25,5,9,2,0,0,5,10,5,0,,,,, 
org::apache::lucene::search::DuplicateFilter ,11,2,2,9,78,0,7,0,143,13,21,0,2,3,11,58,36,0,,,,, 
org::apache::lucene::index::TermVectorAccessor ,8,1,1,7,3,0,4,0,66,3,9,4,1,0,2,40,12,0,,,,, 
org::apache::lucene::index::IndexWriter ,91,1,66,28,7875,4,59,0,2630,126,9,45,47,3,55,908,484,9,,,,, 
org::apache::lucene::demo::IndexFiles ,5,1,0,5,3,0,1,0,60,3,9,0,1,0,1,34,11,0,,,,, 
org::apache::lucene::search::highlight::DefaultEncoder ,0,1,0,0,1,0,0,0,5,2,10,0,0,0,2,2,2,0,,,,, 
org::apache::lucene::analysis::ISOLatin1AccentFilter ,4,3,2,2,3,0,2,1,216,3,16,2,0,0,3,8,44,0,,,,, 
org::apache::lucene::search::highlight::WeightedSpanTermExtractor ,27,1,1,26,55,0,5,0,269,11,9,5,6,0,5,144,56,0,,,,, 
org::apache::lucene::util::OpenBitSetDISI ,4,3,2,2,10,0,0,2,29,5,71,0,0,0,5,27,14,0,,,,, 
org::apache::lucene::queryParser::surround::parser::ParseException ,5,1,2,3,3,0,5,0,87,3,27,0,0,3,2,23,24,0,,,,, 
org::apache::lucene::analysis::shingle::ShingleMatrixFilter ,10,2,1,9,136,0,17,0,276,17,13,14,2,3,15,118,58,0,,,,, 
org::apache::regexp::RegexpTunnel ,2,1,1,1,0,0,0,0,4,1,9,0,0,0,1,2,1,0,,,,, 
org::apache::lucene::index::memory::SynonymMap ,9,1,1,8,36,0,3,0,270,9,9,3,5,0,3,100,59,0,,,,, 
org::apache::lucene::search::spell::SuggestWordQueue ,3,2,1,2,1,0,0,1,9,2,19,0,0,0,0,4,2,0,,,,, 
org::apache::lucene::xmlparser::builders::TermQueryBuilder ,4,1,1,3,1,0,0,0,10,2,10,0,0,0,2,8,1,0,,,,, 
org::apache::lucene::benchmark::utils::ExtractWikipedia ,11,1,0,11,15,0,4,0,103,6,9,1,1,1,5,49,20,0,,,,, 
org::tartarus::snowball::ext::ItalianStemmer ,1,2,0,1,66,0,14,6,924,12,35,14,11,0,1,102,164,0,,,,, 
org::apache::lucene::analysis::query::QueryAutoStopWordAnalyzer ,7,2,1,6,6,0,3,0,43,4,15,0,0,2,4,33,11,0,,,,, 
org::tartarus::snowball::ext::SwedishStemmer ,1,2,0,1,15,0,7,6,265,6,35,7,5,0,1,23,41,0,,,,, 
org::apache::lucene::ant::IndexTask ,16,1,1,15,66,0,10,0,199,12,0,10,1,0,11,69,29,0,,,,, 
org::apache::lucene::index::SegmentInfos ,29,1,19,11,528,0,19,0,306,33,0,8,2,2,27,107,53,4,,,,, 
org::apache::lucene::search::ParallelMultiSearcher ,4,4,2,2,6,0,2,0,24,4,50,2,0,0,4,9,4,1,,,,, 
org::apache::lucene::benchmark::byTask::tasks::CloseReaderTask ,3,2,0,3,1,0,0,2,11,2,39,0,0,0,2,6,3,0,,,,, 
org::apache::lucene::index::SegmentTermDocs ,8,1,3,5,55,3,16,0,128,11,16,7,1,2,6,39,37,0,,,,, 
org::apache::lucene::queryParser::MultiFieldQueryParser ,9,2,4,5,28,0,2,56,73,8,68,0,1,0,2,41,24,0,,,,, 
org::apache::lucene::benchmark::AbstractBenchmarker ,2,1,1,1,0,1,0,0,25,1,10,0,0,0,1,7,8,0,,,,, 
org::apache::lucene::queryParser::precedence::FastCharStream ,3,1,1,2,91,0,6,0,75,14,21,0,1,6,13,24,19,0,,,,, 
org::apache::lucene::search::MultiTermQuery ,24,2,13,12,45,5,2,0,76,10,39,0,0,0,8,44,20,0,,,,, 
org::apache::lucene::store::instantiated::InstantiatedIndexWriter ,27,1,3,25,153,0,10,0,469,18,9,10,0,0,17,277,50,1,,,,, 
org::apache::lucene::search::BooleanClause ,18,1,16,3,45,0,2,0,37,10,18,2,0,0,10,17,14,0,,,,, 
org::apache::lucene::search::QueryFilter ,2,3,0,2,3,0,0,2,9,3,27,0,0,0,3,6,3,0,,,,, 
